ID,X3,X4,X5,X6,X11,X12,X13,X14,X15,Y
854,18.3,2.8,306,364,3,40.8,1.15,0.98,11.57,7.1
855,13.9,1.3,338,351,2,22.4,2.1,2.15,8.28,2.6
856,20.8,3.1,331,368,4,47.2,1.02,1.07,12.31,4.7
857,20.9,2,322,371,3,34,2.15,2.51,8.28,3.2
858,17.7,2.7,323,360,3.5,26,0.96,2.13,9.32,4.8
859,16.1,3.05,323,366,2.5,25.2,0.99,1.07,10.15,5.76
860,20.3,3.8,417,359,2.5,41.8,1.91,1.57,9.96,3.9
861,14.5,2.3,314,375,4,60.1,0.72,2.6,8.92,4.6
862,15.7,3.1,305,388,3,33.9,1.02,0.84,11.96,7.6
863,14.6,2.5,378,279,3.5,53.1,0.93,1.58,6.09,2.5
864,16.3,4.9,301,370,3.3,47.5,1.68,2.1,13.38,9.2
865,17.1,3.68,277,374,3,38.2,1.76,2.76,11.06,6.6
866,17.9,1.8,375,280,3.5,51.9,0.93,1.58,6.15,2.5
867,14.8,4.9,460,368,2.5,42.8,0.66,1.42,9.01,4.9
868,18.8,4,438,371,2.7,41.3,0.89,1.14,7.35,5.9
869,26.7,4.2,342,348,4.5,53.5,1.42,1.05,11.78,5.1
870,25.9,2.4,323,371,3,37,2.15,2.51,8.28,3.5
871,15.1,1.7,299,300,2,39.4,1.69,0.81,9.98,2.9
872,15.9,3.35,369,355,3,32.8,1.34,1.83,8.27,3.7
873,13.4,4.3,458,368,2.5,39.8,0.66,1.42,9.01,3.5
874,16.8,3.6,302,331,2.3,36.5,2.95,2.16,9.49,5.8
875,15.1,3.17,310,365,3,42.7,2.46,3.13,10.22,6.81
876,20.6,1.4,329,361,2,23.2,2.15,2.23,8.8,1.8
877,25.1,4.2,318,415,2.3,35.4,1.6,1.09,8.52,6.9
878,25.2,2.9,291,380,3.5,52,0.99,1.09,11.11,6.1
879,22.9,3.6,309,354,3,45,0.86,1.53,13.78,6
880,14.8,2.3,340,351,3,25.4,2.1,2.15,8.28,2.9
881,16.1,2.7,325,375,2.5,36,2.17,2.52,8.19,3.8
882,18,3.5,373,279,3.5,51.1,0.93,1.58,6.09,3
883,20.6,2.5,397,274,4,57.3,0.93,1.58,6.15,2.4
884,16.9,1.4,318,375,3.5,49.7,0.72,2.6,8.92,3.6
885,16.4,4.2,322,343,3,45.6,1.98,1.28,9.8,6.7
886,15.6,3.6,320,343,3,42.6,1.98,1.28,9.8,6.2
887,18.7,5.4,305,352,2.5,46.8,1.53,2.27,12.85,6.4
888,16.1,3.4,321,343,2.5,40.3,1.98,1.28,9.8,5.7
889,17.9,3.1,393,280,4,58.9,0.93,1.58,6.15,3.4
890,17.7,4.3,437,371,2.5,40.1,0.89,1.14,7.35,6.1
891,17.4,2.79,317,362,4,38.6,0.93,1.04,10.75,6.738
892,16.3,4.6,300,366,3,60.4,0.81,1.84,14.3,8.1
893,13.4,2.02,316,362,3.5,37.4,0.93,1.04,10.75,4.5308
894,15.3,3.2,396,279,4,56.5,0.93,1.58,6.09,3.3
895,14.6,3,325,375,2,30,2.17,2.52,8.19,4.5
896,14.2,5.2,351,346,3.5,47.7,1.32,1.84,8.56,5.6
897,16.2,2.6,322,375,2,27.4,2.17,2.52,8.19,3.5
898,15.7,3.2,403,321,3.7,54.5,0.97,1.41,7.21,3
899,15.6,2.6,300,388,3.5,33.4,1.02,0.84,11.96,6.9
900,14.4,3.21,322,338,2,29.8,1.18,1.54,10.82,5.219
901,14.9,3,321,343,2.7,40.7,1.98,1.28,9.8,6.7
902,17.9,3.4,319,343,2.7,40.5,1.98,1.28,9.8,5.7
903,14.3,3.45,406,321,3,43.1,0.97,1.41,7.21,3.55
904,14.5,2.65,368,355,2,37.8,1.34,1.83,8.27,3.6
905,16.1,3,375,279,3.5,51.3,0.93,1.58,6.09,3.2
906,14.4,2.1,338,352,3,28,2.1,2.15,8.28,3
907,19.6,4.5,438,371,3,45.9,0.89,1.14,7.35,6.7
908,15.7,4.3,297,365,3,44.4,0.81,1.84,14.3,8.8
909,16.2,4.4,404,357,3,71.1,0.97,1.41,7.21,5.95
910,16.4,6.1,476,363,2.5,40.4,1.67,1.09,9.02,4
911,13.6,2.6,401,321,3.3,46.9,0.97,1.41,7.21,2.7
912,23.3,2.9,323,371,2.5,36.8,2.15,2.51,8.28,4.2
913,16.5,6.1,459,219,3.5,62.2,1.49,0.84,8.76,2.5
914,19.1,5.6,470,363,2.5,43.2,1.67,1.09,9.02,6
915,16.8,2.7,307,354,4,37.4,0.86,1.53,13.78,6.5
916,20.3,4.3,306,354,3.5,45.8,0.86,1.53,13.78,10.9
917,14.2,1.7,325,372,3,41.5,0.96,2.13,9.32,3.4
918,14.2,2.4,391,270,3,35.8,0.96,1.18,6.14,3.2
919,16.5,2.7,394,280,3.5,51.1,0.93,1.58,6.15,2.7
920,22,5,307,354,3,51,0.86,1.53,13.78,8.4
921,15.4,2,376,270,3,30.6,0.96,1.18,6.14,2.6
922,25.7,2.9,308,354,3,43.2,0.86,1.53,13.78,4.7
923,15.4,2,298,373,4,59.5,1.8,2.54,8.43,4.2
924,19.5,3.1,278,358,3.5,48.1,2.36,2.98,10.01,5.6
925,14.7,3,296,373,3.5,52.1,1.8,2.54,8.43,5
926,19.3,3.6,460,368,2.5,36.2,0.66,1.42,9.01,4.2
